system:index,area,class_id,file,territory,.geo
6_8,93.19918693847656,25,col7_fundiario_2021,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_9,2.06987289428711,30,col7_fundiario_2021,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_10,125.491071105957,33,col7_fundiario_2021,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_11,354.0073578552265,39,col7_fundiario_2021,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_12,516.9673266418401,41,col7_fundiario_2021,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0,92551.13577423635,3,col7_fundiario_2021,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_1,288344.31363553327,4,col7_fundiario_2021,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_2,0.08305848388671876,9,col7_fundiario_2021,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_3,3582.3744768737697,11,col7_fundiario_2021,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_4,92643.30949531327,12,col7_fundiario_2021,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_5,39123.73051755406,15,col7_fundiario_2021,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6,16150.821279064896,21,col7_fundiario_2021,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_7,318.32520709228487,24,col7_fundiario_2021,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_8,789.9579416198746,25,col7_fundiario_2021,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_9,37.365301318359336,29,col7_fundiario_2021,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_10,1003.2500008849879,30,col7_fundiario_2021,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_11,344.32473765258857,33,col7_fundiario_2021,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_12,1257.5383973693686,39,col7_fundiario_2021,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_13,387.5450248474124,41,col7_fundiario_2021,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_14,7.579662017822262,46,col7_fundiario_2021,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_15,0.34400145874023436,62,col7_fundiario_2021,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0,111906.40392175234,3,col7_fundiario_2021,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1,197528.33500961264,4,col7_fundiario_2021,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2,693.0453949096675,9,col7_fundiario_2021,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3,5933.438370458996,11,col7_fundiario_2021,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_4,19275.906433886685,12,col7_fundiario_2021,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_5,117165.20132207,15,col7_fundiario_2021,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_6,154.98365548095703,20,col7_fundiario_2021,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_7,19339.647144012466,21,col7_fundiario_2021,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_8,4626.601389666738,24,col7_fundiario_2021,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_9,3207.57319436645,25,col7_fundiario_2021,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_10,1013.2400841979915,29,col7_fundiario_2021,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_11,3.184013049316406,30,col7_fundiario_2021,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_12,543.4751848571776,33,col7_fundiario_2021,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_13,21506.971901495355,39,col7_fundiario_2021,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_14,28.067242565917983,40,col7_fundiario_2021,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_15,2620.2176384033205,41,col7_fundiario_2021,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_16,5.5422395202636725,46,col7_fundiario_2021,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_17,42.20298569946278,48,col7_fundiario_2021,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_18,55.40580706787119,62,col7_fundiario_2021,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
