system:index,area,class_id,territory,year,.geo
8_0_19,35578.53543542415,40,1,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_20,601729.3572840312,41,1,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_21,14559.22090078121,46,1,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_22,5389.979966088852,48,1,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_23,115485.45949155353,62,1,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_0,52.19867666015625,0,1,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_1,1.0442807520732488E7,3,1,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_2,3.162620686480423E7,4,1,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_3,66066.81462690928,5,1,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_4,33262.644905340625,9,1,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_5,2014070.627561256,11,1,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_6,6095777.18198691,12,1,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_7,7015422.584870083,15,1,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_8,17919.36719760744,20,1,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_9,1658261.510018272,21,1,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_10,106825.01410685547,23,1,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_11,95559.1012389103,24,1,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_12,214410.5405541067,25,1,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_13,18276.867768615542,29,1,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_14,1205.732346820075,30,1,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_15,35.984622113037055,31,1,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_16,7860.04558560791,32,1,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_17,404739.3566754394,33,1,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_18,2475462.004966952,39,1,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_19,41063.69281993397,40,1,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_20,549355.0018875563,41,1,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_21,15231.855980273385,46,1,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_22,6510.696218994112,48,1,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_23,94288.46866681598,62,1,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0_0,51.66679520874023,0,1,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0_1,1.0393276723554924E7,3,1,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0_2,3.146460467208319E7,4,1,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0_3,65784.10251031435,5,1,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0_4,47611.63461100463,9,1,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0_5,2023899.990756629,11,1,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0_6,6048824.97053417,12,1,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0_7,7046294.4699216625,15,1,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0_8,19788.89947214046,20,1,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0_9,1635700.5051117814,21,1,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0_10,107359.16921369171,23,1,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0_11,98131.0881191654,24,1,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
