system:index,area,class_id,file,territory,year,.geo
4_0_4,2022341.9429423893,11,mapbiomas_collection70_integration_v2,1,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0_5,6943727.992832298,12,mapbiomas_collection70_integration_v2,1,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0_6,3157631.635748878,15,mapbiomas_collection70_integration_v2,1,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0_7,67.26562904052736,20,mapbiomas_collection70_integration_v2,1,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0_8,2782759.2043719543,21,mapbiomas_collection70_integration_v2,1,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0_9,99121.26968560858,23,mapbiomas_collection70_integration_v2,1,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0_10,59339.42664666697,24,mapbiomas_collection70_integration_v2,1,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0_11,252051.154707559,25,mapbiomas_collection70_integration_v2,1,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0_12,18248.5966296814,29,mapbiomas_collection70_integration_v2,1,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0_13,338.1071583374019,30,mapbiomas_collection70_integration_v2,1,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0_14,1185.4771759094301,31,mapbiomas_collection70_integration_v2,1,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0_15,7442.407099188271,32,mapbiomas_collection70_integration_v2,1,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0_16,391760.3228702703,33,mapbiomas_collection70_integration_v2,1,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0_17,224564.98761432135,39,mapbiomas_collection70_integration_v2,1,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0_18,4135.520626409875,40,mapbiomas_collection70_integration_v2,1,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0_19,228337.91881896075,41,mapbiomas_collection70_integration_v2,1,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0_20,32928.32760652459,46,mapbiomas_collection70_integration_v2,1,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0_21,1886.6212086975063,48,mapbiomas_collection70_integration_v2,1,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_0,1.1271264281581143E7,3,mapbiomas_collection70_integration_v2,1,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_1,3.531280426897524E7,4,mapbiomas_collection70_integration_v2,1,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_2,61850.56651174895,5,mapbiomas_collection70_integration_v2,1,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_3,7422.103135418695,9,mapbiomas_collection70_integration_v2,1,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_4,2013898.543293571,11,mapbiomas_collection70_integration_v2,1,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_5,6915899.494384232,12,mapbiomas_collection70_integration_v2,1,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_6,3351143.7946896194,15,mapbiomas_collection70_integration_v2,1,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_7,282.74113107299826,20,mapbiomas_collection70_integration_v2,1,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_8,2681321.162724196,21,mapbiomas_collection70_integration_v2,1,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_9,100572.60412287459,23,mapbiomas_collection70_integration_v2,1,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_10,61651.244181567046,24,mapbiomas_collection70_integration_v2,1,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_11,249028.007668533,25,mapbiomas_collection70_integration_v2,1,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_12,18251.23976444702,29,mapbiomas_collection70_integration_v2,1,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
